Date_Time,Sitka_rain_mm_Tot,Sitka_ec5_vwc_sp2_40cm_mean,Sitka_ec5_vwc_sp2_20cm_mean,Sitka_waterPressure_psig_sp2_60cm_mean,Sitka_ec5_vwc_sp2_40cm_max,Sitka_ec5_vwc_sp2_20cm_max,Sitka_waterPressure_psig_sp2_60cm_max
2019-09-18 00:00:00,0.0,0.22573115079365078,0.24108333333333332,0.20110427876984124,0.235,0.243,0.354297
2019-09-18 12:00:00,3.8,0.22675694444444439,0.24472222222222217,0.18582805555555548,0.227,0.245,0.212627
2019-09-19 00:00:00,9.4,0.2263194444444444,0.24497916666666664,0.2541454722222222,0.227,0.246,0.317093
2019-09-19 12:00:00,9.200000000000001,0.22336111111111104,0.24396527777777774,0.3491279375,0.227,0.246,0.381552
2019-09-20 00:00:00,4.6000000000000005,0.22697222222222221,0.24342361111111108,0.3309727708333333,0.227,0.245,0.370229
2019-09-20 12:00:00,52.6,0.2265,0.2430486111111111,0.44643735416666663,0.227,0.245,0.499848
2019-09-21 00:00:00,11.2,0.22710416666666666,0.24488888888888885,0.41904570138888886,0.228,0.245,0.487371
2019-09-21 12:00:00,13.4,0.22697222222222221,0.2451458333333333,0.3879100972222222,0.228,0.246,0.430971
2019-09-22 00:00:00,7.2,0.2269861111111111,0.24502083333333333,0.34650418749999995,0.227,0.246,0.367258
2019-09-22 12:00:00,5.6000000000000005,0.22695138888888886,0.2451736111111111,0.3429225833333333,0.227,0.246,0.37297
2019-09-23 00:00:00,0.2,0.22693749999999993,0.24416666666666664,0.2702054861111111,0.227,0.245,0.299274
2019-09-23 12:00:00,4.6000000000000005,0.22638888888888886,0.24365972222222218,0.2459200833333333,0.227,0.244,0.252081
2019-09-24 00:00:00,18.2,0.22634722222222217,0.2440069444444444,0.34730602777777775,0.227,0.245,0.426921
2019-09-24 12:00:00,16.0,0.2265555555555555,0.24497222222222217,0.40305373611111106,0.227,0.245,0.441904
2019-09-25 00:00:00,5.4,0.22671527777777775,0.245,0.3602474444444444,0.227,0.245,0.404632
2019-09-25 12:00:00,7.4,0.22664583333333332,0.24534027777777775,0.3561617083333333,0.227,0.246,0.411431
2019-09-26 00:00:00,10.600000000000001,0.22693055555555552,0.24497222222222217,0.2955325277777778,0.227,0.245,0.319178
2019-09-26 12:00:00,1.6,0.22671527777777775,0.24479166666666663,0.29942322916666664,0.227,0.245,0.332208
2019-09-27 00:00:00,0.0,0.2267361111111111,0.24399305555555553,0.2429402083333333,0.227,0.244,0.268125
2019-09-27 12:00:00,0.0,0.22690277777777776,0.24360416666666665,0.23283680555555553,0.227,0.244,0.2433
2019-09-28 00:00:00,0.0,0.22697916666666665,0.24315277777777777,0.22419499999999995,0.227,0.244,0.229082
2019-09-28 12:00:00,0.0,0.22699305555555557,0.243,0.21669498611111107,0.227,0.243,0.219534
2019-09-29 00:00:00,0.0,0.22693055555555552,0.24299305555555553,0.20705810416666667,0.227,0.243,0.213927
2019-09-29 12:00:00,0.0,0.22601388888888888,0.24240277777777774,0.1935641944444444,0.227,0.243,0.201437
2019-09-30 00:00:00,0.0,0.22540277777777776,0.24216666666666664,0.17898865277777776,0.226,0.243,0.186157
2019-09-30 12:00:00,2.6,0.22596527777777775,0.24285416666666662,0.1676898055555555,0.226,0.243,0.173607
2019-10-01 00:00:00,18.6,0.22622916666666662,0.2435625,0.2328889444444444,0.227,0.245,0.324185
2019-10-01 12:00:00,22.2,0.227,0.24501388888888886,0.36102799999999996,0.227,0.246,0.418166
2019-10-02 00:00:00,3.8,0.2270972222222222,0.24503472222222222,0.33642300694444444,0.228,0.246,0.396873
2019-10-02 12:00:00,0.4,0.22704166666666667,0.245,0.26092288888888887,0.228,0.245,0.290206
2019-10-03 00:00:00,0.0,0.227,0.2442847222222222,0.21803063888888885,0.227,0.245,0.234876
2019-10-03 12:00:00,0.0,0.227,0.244,0.2108701319444444,0.227,0.244,0.217257
2019-10-04 00:00:00,0.0,0.227,0.24324999999999997,0.21131241666666664,0.227,0.244,0.216414
2019-10-04 12:00:00,0.0,0.227,0.243,0.20437307638888882,0.227,0.243,0.207377
2019-10-05 00:00:00,3.2,0.22640277777777776,0.2431458333333333,0.1981132361111111,0.227,0.244,0.201202
2019-10-05 12:00:00,6.4,0.22706249999999997,0.24384722222222222,0.2465963125,0.228,0.244,0.278483
2019-10-06 00:00:00,20.8,0.227,0.24477777777777776,0.37628271527777774,0.227,0.245,0.44363
2019-10-06 12:00:00,17.0,0.227,0.245,0.41802077777777774,0.227,0.245,0.443192
2019-10-07 00:00:00,0.4,0.227,0.24484722222222222,0.3180766388888889,0.227,0.245,0.374194
2019-10-07 12:00:00,0.4,0.227,0.24361805555555552,0.24469509027777772,0.227,0.245,0.278342
2019-10-08 00:00:00,0.0,0.22695138888888888,0.2426111111111111,0.22209646527777774,0.227,0.243,0.23009
2019-10-08 12:00:00,0.0,0.2266597222222222,0.24154861111111112,0.21536203472222218,0.227,0.242,0.221127
2019-10-09 00:00:00,0.2,0.22662499999999997,0.242,0.21100318749999994,0.227,0.242,0.212837
2019-10-09 12:00:00,7.200000000000001,0.22605555555555557,0.242,0.21069829861111108,0.227,0.242,0.21498
2019-10-10 00:00:00,0.6000000000000001,0.226,0.24209722222222219,0.2157213055555555,0.226,0.243,0.219632
2019-10-10 12:00:00,0.6000000000000001,0.226,0.242,0.20925952777777776,0.226,0.242,0.211778
2019-10-11 00:00:00,4.6000000000000005,0.22589583333333332,0.2417083333333333,0.2081649861111111,0.226,0.242,0.215093
2019-10-11 12:00:00,10.600000000000001,0.22611805555555553,0.2424861111111111,0.2394986180555555,0.227,0.243,0.300886
2019-10-12 00:00:00,4.4,0.226,0.243,0.2706585625,0.226,0.243,0.302696
2019-10-12 12:00:00,9.8,0.226,0.2427638888888889,0.27176425,0.226,0.243,0.326106
2019-10-13 00:00:00,0.8,0.226,0.24299305555555553,0.29296422916666665,0.226,0.243,0.318047
2019-10-13 12:00:00,0.0,0.226,0.24232638888888888,0.23552095138888884,0.226,0.243,0.260982
2019-10-14 00:00:00,0.0,0.226,0.2423333333333333,0.22595822916666664,0.226,0.243,0.231156
2019-10-14 12:00:00,0.4,0.22589583333333332,0.24216666666666664,0.22027764583333329,0.226,0.243,0.223228
2019-10-15 00:00:00,28.0,0.2250347222222222,0.24181944444444445,0.31052340277777774,0.226,0.242,0.404545
2019-10-15 12:00:00,3.6000000000000005,0.22461805555555556,0.24231944444444442,0.3331696388888889,0.225,0.243,0.377579
2019-10-16 00:00:00,2.4000000000000004,0.22580555555555556,0.24313194444444441,0.27464613888888884,0.226,0.244,0.29715
2019-10-16 12:00:00,2.2,0.2256597222222222,0.24315972222222218,0.23826707638888886,0.226,0.244,0.253397
2019-10-17 00:00:00,0.0,0.226,0.243,0.22899177777777777,0.226,0.243,0.233178
2019-10-17 12:00:00,0.6000000000000001,0.226,0.243,0.2225498333333333,0.226,0.243,0.225313
2019-10-18 00:00:00,8.0,0.22601388888888888,0.243,0.2357601736111111,0.227,0.243,0.254726
2019-10-18 12:00:00,12.600000000000001,0.22565972222222222,0.24277777777777776,0.29653187499999994,0.226,0.243,0.381466
2019-10-19 00:00:00,2.0,0.22520833333333332,0.2428958333333333,0.2937052986111111,0.226,0.243,0.344007
2019-10-19 12:00:00,1.4000000000000001,0.2255694444444444,0.2427083333333333,0.23684662499999998,0.226,0.243,0.258952
2019-10-20 00:00:00,1.0,0.22535416666666666,0.242,0.22986577777777772,0.226,0.242,0.23668
2019-10-20 12:00:00,0.0,0.2259583333333333,0.2422986111111111,0.22613897916666661,0.226,0.243,0.229444
2019-10-21 00:00:00,0.0,0.22597916666666665,0.2423819444444444,0.22262924999999997,0.226,0.243,0.224273
2019-10-21 12:00:00,0.0,0.2252569444444444,0.24197916666666663,0.2198906597222222,0.226,0.242,0.22153
2019-10-22 00:00:00,1.7999999999999998,0.22523611111111108,0.24195138888888887,0.21686404166666662,0.226,0.242,0.218631
2019-10-22 12:00:00,3.6,0.2256944444444444,0.24190972222222218,0.2207904930555555,0.226,0.242,0.222905
2019-10-23 00:00:00,0.4,0.22501388888888887,0.2419583333333333,0.21864098611111107,0.226,0.242,0.220923
